Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q96P50,ACAP3,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3",Homo sapiens,High,0,2.99821573237096,3,0.053181635427665,0.705858519397811,0.870695483736415,-0.157893288365035,0.27734368896575,0.534088877391342,0.210634412666096,0.157136540839899,0.999925600286854,110.4,126.9,101.9,128.6,112.4,110.3,117.4,102.9,85.1
P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",Homo sapiens,High,0,4.70202880063711,25,0.24506150033555,0.012109412914297,0.10370232383763,0.188185204596335,0.0390168948046,0.181082365839485,0.056686885997523,0.482607558139878,0.999925600286854,5100.8,4896,5141.8,6274.3,5487,6207.3,5878.1,5710.9,5657.2
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",Homo sapiens,High,0,4.309010216845,13,0.363225801019356,0.028512173219906,0.166202428370974,0.408635003066895,0.016837559729596,0.114455039303816,-0.045774570478743,0.749476694748506,0.999925600286854,2050.6,1806.8,1761.4,2399.6,2064.1,2803.3,2214.8,2407.2,2863.1
Q9H3P7,ACBD3,Golgi resident protein GCP60,Homo sapiens,High,0,4.39945738549554,16,-0.06303189938794,0.61024637937918,0.822183342258797,-0.028399356815692,0.81591074222006,0.912598909255551,-0.034567623505338,0.779534239189471,0.999925600286854,3138.1,2879.9,2525.2,2798,3044.2,2352.4,2672.2,2928.1,2749.4
Q8NC06,ACBD4,Acyl-CoA-binding domain-containing protein 4,Homo sapiens,High,0,2.74873055609849,2,0.396886772012227,0.085614405921789,0.305860101963141,0.816164389516776,0.003487268361633,0.044905600645037,-0.419074309667076,0.072754705677474,0.999925600286854,50.3,45.9,39.8,65.6,53.1,60.3,58,81.2,106.5
Q5T8D3,ACBD5,Acyl-CoA-binding domain-containing protein 5,Homo sapiens,High,0,3.73143564737856,15,0.402921154659824,0.00357397039313,0.04911417126184,0.434583903231314,0.002250323459036,0.034480130352301,-0.03220450404669,0.75654591435378,0.999925600286854,450.6,465.9,553.5,608.2,646,682.5,611.1,681.3,689
Q9BR61,ACBD6,Acyl-CoA-binding domain-containing protein 6,Homo sapiens,High,0,4.01214517559711,10,0.237750766512418,0.162564198609722,0.431818824153582,0.159228845177158,0.334086381060655,0.584414642137076,0.078406445759759,0.626812167697743,0.999925600286854,873.3,1170.8,1078,1028.1,1381.5,1272.1,997.8,1197.9,1284.1
Q8N6N7,ACBD7,Acyl-CoA-binding domain-containing protein 7,Homo sapiens,High,0,3.62655592106283,4,-0.269774798564996,0.120856416450286,0.37089633085936,-0.447719894704279,0.019884958915229,0.12509886527857,0.178040106921527,0.288387443822513,0.999925600286854,462.1,625.2,565.3,437.2,516.5,412.4,349.1,480.7,383.6
Q96AP0,ACD,Adrenocortical dysplasia protein homolog,Homo sapiens,High,0,3.54890510528859,4,-0.135747186690567,0.213845774979193,0.497164575982555,-0.289187906106522,0.019199815083217,0.12254163545493,0.153774270105045,0.16129661756612,0.999925600286854,375.9,470.9,453.3,370.2,397.2,412.1,339.1,350.6,369.9
Q9UKV3,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,Homo sapiens,High,0,4.8266875680889,49,-0.078957675298817,0.415667851900334,0.686019657996517,-0.133485975362165,0.186502812873874,0.434169534489846,0.054192171728108,0.576525239787191,0.999925600286854,8651.2,7229.2,7623.2,7827.8,6922.1,7457.9,7133.7,6766.4,7483.1
P53396,ACLY,ATP-citrate synthase,Homo sapiens,High,0,5.09579853523783,56,0.14036464922597,0.170074049345862,0.442806768501142,0.057804845044232,0.55247639924337,0.761484082643071,0.082780573562962,0.403172971532442,0.999925600286854,13215,12427.3,14009.7,15359.9,14312.5,14003,15338.7,13184.2,12830.2
P21399,ACO1,Cytoplasmic aconitate hydratase,Homo sapiens,High,0,4.51184193399097,28,0.377336425227958,0.002597688712898,0.04088210747134,0.320835388228548,0.006608474049452,0.065453253866668,0.057087115983174,0.544759783792131,0.999925600286854,2955.5,3036.7,3155,3791.4,3762.6,4353.4,3712.1,4137.7,3592.5
Q99798,ACO2,"Aconitate hydratase, mitochondrial",Homo sapiens,High,0,4.80354929101546,40,0.114297840940624,0.169077162258134,0.441256273608393,0.09513492659174,0.246264229732092,0.504282631081199,0.019100383569833,0.803148910593267,0.999925600286854,6483,6540.6,7172.3,7370.4,6869.7,7625.9,7164.7,7081.6,7305.3
Q86TX2,ACOT1,Acyl-coenzyme A thioesterase 1,Homo sapiens,High,0,4.29250416875363,19,0.105667427839652,0.455973076049161,0.71766328820848,0.128111860268773,0.370416220957644,0.617945876957982,-0.022847391703643,0.873171661268923,0.999925600286854,1877.7,2034.4,2262.8,2019,2068.4,2579.3,1991.9,2182.9,2594.8
Q9NPJ3,ACOT13,Acyl-coenzyme A thioesterase 13,Homo sapiens,High,0,3.97544559541683,4,0.48878796184866,0.00749703540604,0.077463662955992,0.412190453943528,0.017485706034187,0.116997077220402,0.076449196979285,0.601693416132248,0.999925600286854,903.3,903.2,724.2,1157.6,1039,1356.1,1081.3,1278.5,1007.1
Q8N9L9,ACOT4,Acyl-coenzyme A thioesterase 4,Homo sapiens,Medium,0,3.12188798510368,1,0.138143392194583,0.681590018694857,0.857103833917825,0.052253350144013,0.875950059763743,0.943768317484027,0.085189489652884,0.798198767277737,0.999925600286854,121,196.4,105,125,205.2,129.6,113,213.5,115.3
O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,Homo sapiens,High,0,4.57257887734242,16,-0.127238460017889,0.106051966205898,0.343510077247571,-0.132109197082378,0.095630928019945,0.304986512817225,0.00403693003102,0.948900420677208,0.999925600286854,4248.9,4618.2,4352,3904.7,4088.9,4103.4,4143.6,4017.3,3897.8
