Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q96KP1,EXOC2,Exocyst complex component 2,Homo sapiens,High,0,4.56693219996574,34,0.152192306067562,0.106461653175819,0.344357173522477,0.124728425256145,0.17488872748927,0.420718369329356,0.027555922825406,0.753501814330532,0.999925600286854,3543.1,3916,4071.2,4154,4427.7,4213.5,4158.6,4464.6,3943.3
O60645,EXOC3,Exocyst complex component 3,Homo sapiens,High,0,4.39142209119184,24,0.18881127128237,0.040195887054884,0.201782435301199,0.211103942282224,0.025666635302753,0.140910148244517,-0.022103605187656,0.786740982835446,0.999925600286854,2383.8,2530.9,2550.7,2691.4,3064.7,2765.2,2787.4,2878,2975.5
Q96A65,EXOC4,Exocyst complex component 4,Homo sapiens,High,0,4.51909787062452,32,0.279030364572281,0.01700145391406,0.125075492982693,0.286157298306124,0.015052493571126,0.107282561554336,-0.007016068551166,0.940487683023157,0.999925600286854,2955.6,3230.1,3442.9,3900.1,4275.6,3520.3,3958.6,3947.1,3814.1
O00471,EXOC5,Exocyst complex component 5,Homo sapiens,High,0,4.45635388486174,27,0.105906948801667,0.149916192346897,0.415018228420194,0.099209321129705,0.176082887525892,0.422320424267853,0.007135307406924,0.917385102790958,0.999925600286854,2973.8,3069.5,3041,3126.3,3340.9,3315.8,3163,3313.4,3255.5
Q8TAG9,EXOC6,Exocyst complex component 6,Homo sapiens,High,0,4.09516586310865,19,-0.12493818051625,0.129582073295211,0.383807564163626,-0.065264540980477,0.404429111051569,0.646718914854281,-0.059290012069019,0.445513357726985,0.999925600286854,1433.8,1489.5,1408.9,1327.1,1278.6,1368,1293.1,1407.8,1443.1
Q9Y2D4,EXOC6B,Exocyst complex component 6B,Homo sapiens,High,0,4.21177709542,21,0.385659815706484,0.007002803534666,0.074926590130641,0.360499461064743,0.010019489019656,0.084407476942406,0.024998969882887,0.821717441460128,0.999925600286854,1433.5,1576.9,1515.1,1815.5,1955.2,2152.9,1674.7,2095.9,2064.9
Q9UPT5,EXOC7,Exocyst complex component 7,Homo sapiens,High,0,4.49547495588932,31,0.17473196071678,0.045089868234161,0.215407599738969,0.099571862334329,0.214906896794011,0.469708289588302,0.074934842936574,0.34284834122579,0.999925600286854,3193,3400,3186,3523.1,3812.9,3699,3432.6,3684.4,3364
Q8IYI6,EXOC8,Exocyst complex component 8,Homo sapiens,High,0,4.26146985299429,23,0.073028463904,0.343606774709716,0.628278915503524,0.108654803836304,0.170687410106124,0.41458043962534,-0.035532634426331,0.634494102124415,0.999925600286854,1973.3,1929.3,1928.2,1962.4,2105.4,2067.3,2049.4,2013.8,2229.6
Q9Y2C4,EXOG,"Nuclease EXOG, mitochondrial",Homo sapiens,High,0,4.08660538680887,11,0.013913360977385,0.898413509781113,0.956603731056282,0.082394206340975,0.4731639756769,0.704022528519427,-0.068874324021595,0.552142921822645,0.999925600286854,1477.9,1214.5,1287.7,1361.5,1221.2,1432.5,1438.4,1262.1,1511.1
Q9Y3B2,EXOSC1,Exosome complex component CSL4,Homo sapiens,High,0,3.94838362056545,6,-0.111077497212864,0.325782439912485,0.612147235731168,-0.01258336373337,0.90843433208932,0.957171072747528,-0.098664721914622,0.380858147083848,0.999925600286854,1135.7,1039.2,877.9,935.8,904.2,972.7,927.5,1039.6,1046.8
Q01780,EXOSC10,Exosome component 10,Homo sapiens,High,0,4.80919124971898,43,-0.358066529066206,0.004371028147227,0.055553746466562,-0.33554392107996,0.006220836906073,0.063545018105588,-0.022509923450981,0.81983118795937,0.999925600286854,8919.3,7592.4,8549.5,6712.9,6179,6637.7,6843.1,6041.5,6969.9
Q13868,EXOSC2,Exosome complex component RRP4,Homo sapiens,High,0,4.13015036099167,9,-0.025985702535235,0.830137629237537,0.927707808023397,0.163854703890288,0.198864573594415,0.44961797551745,-0.190170812728406,0.142745250509142,0.999925600286854,1695.5,1361.3,1306.7,1377.9,1488.4,1393.1,1470.1,1612.3,1789
Q9NQT5,EXOSC3,Exosome complex component RRP40,Homo sapiens,High,0,3.95331986065931,9,-0.001669634537382,0.986594384033433,0.994876363411662,-0.020749620505462,0.782066832701332,0.89479352069835,0.018834112739815,0.794914227998854,0.999925600286854,1052.3,1009.9,947.9,963.9,1007.1,1035,989.8,1007.6,967.4
Q9NPD3,EXOSC4,Exosome complex component RRP41,Homo sapiens,High,0,3.98782708495474,8,0.033292822941766,0.680058280209804,0.856647461249675,0.102000706917763,0.223392164370738,0.478736375643432,-0.068513460122615,0.399963946865487,0.999925600286854,1121.3,1035.9,985.1,1089.2,1089.6,1033,1072.2,1141.8,1155.5
Q9NQT4,EXOSC5,Exosome complex component RRP46,Homo sapiens,High,0,4.13432057324406,7,0.035268871196487,0.722025019270088,0.879394272344044,-0.060698644919863,0.544355803445829,0.755262547926497,0.096354249915407,0.345179864960265,0.999925600286854,1527.8,1585.8,1447.7,1565.7,1460.3,1651.1,1467.4,1610.6,1308.1
Q5RKV6,EXOSC6,Exosome complex component MTR3,Homo sapiens,High,0,3.92197244354643,9,0.062819092715909,0.479790846450167,0.736457726224328,-0.033557976814616,0.703907219595656,0.852890882133996,0.096114266357667,0.288371818918848,0.999925600286854,983.1,889.4,892.4,1019.9,904.4,964.5,929.9,934.5,837.4
Q15024,EXOSC7,Exosome complex component RRP42,Homo sapiens,High,0,4.28604083928627,12,0.046745064742322,0.683627199997925,0.859174224633003,0.082226669704129,0.48273298241343,0.709853967618478,-0.034987554705888,0.762527820214248,0.999925600286854,2114.9,2287,1852,2153.9,2377,1930.3,2211.8,2348.8,2045.8
Q96B26,EXOSC8,Exosome complex component RRP43,Homo sapiens,High,0,4.25165038538937,10,-0.076254344837568,0.458773686499669,0.72077788009371,0.065118538282937,0.520249366186821,0.737739031739105,-0.141230037328343,0.183651578557853,0.999925600286854,2211.9,1862,1892.1,1837.5,1913.1,1895.3,2075.4,1897.8,2265.4
Q06265,EXOSC9,Exosome complex component RRP45,Homo sapiens,High,0,4.21810204478153,13,0.021260304799779,0.789808988633387,0.909925341240586,-0.102958673990078,0.209735670140943,0.463240888721646,0.124689410932611,0.138979470315636,0.999925600286854,1977.7,1895.5,1740.3,1927.1,1834.3,1927.5,1759.9,1780,1681.2
Q8NEV8,EXPH5,Exophilin-5,Homo sapiens,Medium,0,2.75104803482019,1,0.017255200582214,0.937177825845223,0.97509511159455,-0.37471472080529,0.096819973674494,0.307079577521519,0.391656226012193,0.085191588643295,0.999925600286854,48.1,84.2,73.2,62.1,65.5,75.4,56.1,55.1,44
Q93063,EXT2,Exostosin-2,Homo sapiens,High,0,2.81157500587059,3,0.410197893552207,0.166184647569641,0.437318472443457,0.026017137901209,0.925629547379893,0.964334502393527,0.384655213386845,0.191770761840946,0.999925600286854,41.5,76.7,79.2,66.4,92,96.7,51.2,69.3,75
Q9UBQ6,EXTL2,Exostosin-like 2,Homo sapiens,High,0,2.4896772916637,2,0.780030772399459,0.000999899705719,0.022606986919793,0.544150313066219,0.008456248517241,0.07620154273477,0.236627264288917,0.174601565089039,0.999925600286854,21.1,23.3,29.8,41.2,37.6,48,32.4,42.1,33.3
O43909,EXTL3,Exostosin-like 3,Homo sapiens,High,0,3.29501701188146,3,0.184342141172862,0.139060621882847,0.39813074447266,0.078292909285693,0.506764534621221,0.727791326256309,0.106130785614704,0.374034305659726,0.999925600286854,194.2,208.5,213.9,245.5,222.3,232.8,184,223.9,247.4
Q99504,EYA3,Eyes absent homolog 3,Homo sapiens,High,0,3.60197312374453,5,-0.168160685562445,0.144856471441975,0.406772881970681,0.035966622475891,0.74072502022921,0.872111988342155,-0.204410783216123,0.085109260820355,0.999925600286854,505.6,430.9,435.7,410.1,378.8,430.2,461.4,425.7,520.8
Q15910,EZH2,Histone-lysine N-methyltransferase EZH2,Homo sapiens,High,0,4.25826603454035,29,-0.316925446382324,0.106624131191126,0.344481718539849,-0.208933876803339,0.266720876292601,0.523151228143047,-0.108105065551399,0.55491766219299,0.999925600286854,2220.7,2552,1993.2,1584,1719.5,2145.3,1582.8,1920.7,2406.3
P15311,EZR,Ezrin,Homo sapiens,High,0,4.77154853225233,32,-0.178415388388722,0.044898878609119,0.214962241353945,-0.104290398086127,0.205645896647045,0.457540010374591,-0.074150871912003,0.355577375846783,0.999925600286854,7014.9,6867.3,7107.8,5900.6,6378.8,6274.3,6139.4,6442.9,6968.7
Q9Y624,F11R,Junctional adhesion molecule A,Homo sapiens,High,0,3.64229630985322,6,0.047644145910152,0.751580865104657,0.893128583625882,-0.020873952280352,0.889824050223095,0.947405988914205,0.068624137557235,0.650349214222426,0.999925600286854,531.2,490,429,497.8,581.2,426.3,472.5,545.4,414.9
P25116,F2R,Proteinase-activated receptor 1,Homo sapiens,Medium,0,2.42618582524451,1,0.291132146304272,0.086544399980996,0.30691854751325,0.488905129215076,0.010485401891024,0.087494411415139,-0.197983135522244,0.219652674694484,0.999925600286854,23.2,24,26,35.2,32.7,23,32.4,35.9,34.4
P12259,F5,Coagulation factor V,Homo sapiens,High,0,4.23187718734648,21,0.475826835886624,0.044694331691865,0.214449889378043,0.589301176210265,0.01822305919773,0.119437545821558,-0.113664558201239,0.590081614992754,0.999925600286854,1224.7,1627.9,1498.7,1556,2106.5,2452.4,1808.6,2092.8,2688.4
P23610,F8A1,Factor VIII intron 22 protein,Homo sapiens,High,0,3.77003417958424,7,0.118543668235875,0.281169767809709,0.569789886609768,0.050888799734071,0.635035173933617,0.812224526576778,0.067883171471872,0.527819121135962,0.999925600286854,635.7,591.1,656.8,667.6,612.2,773.3,646.7,609.7,695.8
Q6GMR7,FAAH2,Fatty-acid amide hydrolase 2,Homo sapiens,High,0,3.04300840987995,2,-0.041427471829946,0.875030664351302,0.946680074161001,-0.034107753530804,0.897400119219658,0.951907847269468,-0.006967673901741,0.977360602588226,0.999925600286854,154.9,83.9,140.5,114.3,105.1,139.4,103.1,103.5,159.4
Q0VG06,FAAP100,Fanconi anemia core complex-associated protein 100,Homo sapiens,High,0,2.76789761601809,3,0.252135991209574,0.05452716567425,0.239908076905637,0.181794700600775,0.144384022009786,0.378835761806703,0.069464090441179,0.552065746044688,0.999925600286854,57.3,62.8,55.8,66.2,78.3,65.4,63.9,75.8,60.5
Q6NZ36,FAAP20,Fanconi anemia core complex-associated protein 20,Homo sapiens,High,0,2.84229713432806,2,0.134420563347726,0.181964403321052,0.459241389105315,0.003468976255891,0.97105474326791,0.98642024336351,0.131148656185437,0.192317193811928,0.999925600286854,69.4,75.7,79.2,77.6,83.5,85,68.2,75.4,81.5
Q9BTP7,FAAP24,Fanconi anemia core complex-associated protein 24,Homo sapiens,High,0,3.41888106853436,2,0.518421879761304,0.012509270582455,0.105180721580013,0.634354288348875,0.004240448900553,0.050632225294679,-0.116482204056227,0.498077241500141,0.999925600286854,187.5,241.4,227.7,293.4,317.4,324.9,273.8,327.4,430
Q01469,FABP5,"Fatty acid-binding protein, epidermal",Homo sapiens,High,0,4.433573037147,14,-0.122734247525961,0.446416053960157,0.710768971078874,-0.185435952207355,0.258714025279694,0.51631265085884,0.063037335632165,0.690747351761626,0.999925600286854,3511,3411.9,2766.2,3184.5,2811.1,2870.2,3338.4,2977,2267.4
Q13158,FADD,FAS-associated death domain protein,Homo sapiens,High,0,3.46822913896173,6,0.020852409114091,0.834708241398108,0.929651568529552,-0.223531300813469,0.047946185747606,0.203320493563255,0.244092376389978,0.033923915091775,0.999925600286854,322.6,335.8,364.7,310.2,373.2,356.4,278.1,313.6,284.6
O60427,FADS1,Fatty acid desaturase 1,Homo sapiens,High,0,3.69517511051434,9,0.663639180043437,0.090911542766689,0.316284421927624,0.471870821014218,0.210244051381671,0.463702318467822,0.191004792185338,0.596608040150597,0.999925600286854,403.8,286.4,550.2,642.8,410.8,957.3,541.3,423.6,740.3
O95864,FADS2,Fatty acid desaturase 2,Homo sapiens,High,0,4.2484833240828,8,0.956282012304827,0.050139004688669,0.229076647395763,0.947412808088973,0.051915092604155,0.214141254589319,0.008644222288527,0.983199974372219,0.999925600286854,1060.9,753.2,1886.2,2300.5,1454.5,3292,2200.4,1501.4,3271.7
Q9UNN5,FAF1,FAS-associated factor 1,Homo sapiens,High,0,4.43026538066525,20,0.105521929545889,0.295686335128688,0.582563019143552,0.121927808641511,0.230887553717489,0.486020906925548,-0.016448972814072,0.864428600376999,0.999925600286854,2837.9,3084.2,2596.3,3059.5,3226.5,2865.5,3001.6,3335.7,2924.6
Q96CS3,FAF2,FAS-associated factor 2,Homo sapiens,High,0,4.21017935204056,17,0.173889967159537,0.121642921219149,0.371895151752483,0.27616935805086,0.024167754423523,0.136691575662306,-0.102249741438864,0.338402214142893,0.999925600286854,1488.4,1620,1750.5,1855.4,1791.5,1822.1,1857.8,1809.9,2229.2
P16930,FAH,Fumarylacetoacetase,Homo sapiens,High,0,3.95929425943332,12,-0.038755711169078,0.743438170872673,0.889476181625965,-0.030176184799886,0.798928170762278,0.903739326283503,-0.008362010050334,0.941706641454602,0.999925600286854,1069.4,1068.7,941.3,1093.6,996.5,910.6,1068.4,1086.1,870.7
Q6P587,FAHD1,"Acylpyruvase FAHD1, mitochondrial",Homo sapiens,High,0,4.17616653024256,12,0.095704967704686,0.398172403451107,0.672025770169351,0.111675815457904,0.328988455800139,0.580199211702872,-0.016017230939105,0.887463949030294,0.999925600286854,1481.9,1585.6,1690.2,1529.8,1622.7,1953.1,1596.8,1764.5,1778
Q96GK7,FAHD2A,Fumarylacetoacetate hydrolase domain-containing protein 2A,Homo sapiens,High,0,4.14572457488067,2,0.325028478834178,0.059604655871123,0.252400577904765,0.386024791059343,0.031175222252389,0.158306050640739,-0.060873475275551,0.696571016818443,0.999925600286854,1340.4,1109.7,1482,1727.8,1429.4,1756.3,1721.6,1452.3,1967.5
Q6P2I3,FAHD2B,Fumarylacetoacetate hydrolase domain-containing protein 2B,Homo sapiens,High,0,2.31722734917642,1,0.495128919798922,0.091453842559282,0.316884411404378,0.672015123282559,0.031837037583325,0.160652925215893,-0.173305481733057,0.526893036781977,0.999925600286854,14.8,12.7,25.8,25.7,20.4,26.1,26.1,22.3,33.7
Q9NVQ4,FAIM,Fas apoptotic inhibitory molecule 1,Homo sapiens,High,0,3.16799631208688,2,0.347414469325043,0.257240024981656,0.546734804806248,-0.160314957716531,0.589337698887853,0.781627310764854,0.507185729068554,0.111368201491931,0.999925600286854,118,201.7,142.4,300,144.2,161.2,151.5,123.3,130
Q8N5W9,FAM101B,Filamin-interacting protein FAM101B,Homo sapiens,High,0,3.52782316401266,5,0.154926483211827,0.605271007450331,0.819570391358981,0.212606361587488,0.481265526193551,0.708525326895259,-0.058180117682023,0.846360908810441,0.999925600286854,273.8,463.9,292.8,307.2,532.1,314,347.5,519.9,320.3
Q5T9C2,FAM102A,Protein FAM102A,Homo sapiens,High,0,3.2417954312952,6,-0.19948338318913,0.199078872825943,0.480835639492131,0.001058065878813,0.994281720392136,0.998140364210574,-0.20053153275163,0.196931050035425,0.999925600286854,190.5,226.8,188.9,160.5,179.1,187.5,175.9,186.6,249.2
Q5T8I3,FAM102B,Protein FAM102B,Homo sapiens,High,0,2.56561172490206,4,0.392276313732852,0.382804523294847,0.659434621499813,0.449271792232686,0.322719470241864,0.574541195828082,-0.055482775629614,0.900007087933827,0.999925600286854,19.7,28.5,55,35.7,34.3,57.2,43,27.2,67.2
Q9BTL3,FAM103A1,RNMT-activating mini protein,Homo sapiens,High,0,2.83941519268389,2,0.205034533393093,0.244901989445298,0.53539970101203,0.170257046728891,0.328956770507954,0.580199211702872,0.034271357253793,0.836086810056062,0.999925600286854,80.3,73.5,57.4,86.6,92.1,65.1,83.3,81.5,71.1
Q969W3,FAM104A,Protein FAM104A,Homo sapiens,High,0,2.85901814388889,3,0.093752875278393,0.5056235014805,0.756929139663148,0.231922436199357,0.125210139735016,0.350150454362311,-0.138127809002191,0.342818983953183,0.999925600286854,78.3,73.4,70.2,76.6,83.1,77.2,74.2,80.8,109
Q9NUU6,FAM105A,Inactive ubiquitin thioesterase FAM105A,Homo sapiens,High,0,3.79342016894078,7,-0.122282194069059,0.225189120610558,0.510711272761697,-0.090424858320429,0.360709622240999,0.608913844070937,-0.031980307059056,0.741070366121819,0.999925600286854,718.3,797.6,661.3,635.8,643,718.5,665.1,714.5,660.6
Q9H098,FAM107B,Protein FAM107B,Homo sapiens,High,0,4.29158860646745,10,-0.101997247819396,0.429846085987701,0.69725125899333,-0.059100949178367,0.642694336819346,0.817189054839692,-0.042955529808293,0.736461597376621,0.999925600286854,2030.5,2143.2,2606.5,2072.2,2011.7,2201.7,1948,2077.9,2478.2
Q96PZ2,FAM111A,Protein FAM111A,Homo sapiens,High,0,4.13033055148693,16,0.278226765724841,0.054993843265101,0.241112089489814,0.308246010841488,0.037449835542328,0.176417409531212,-0.030073419109161,0.816677305381575,0.999925600286854,1262.6,1417.5,1223.1,1392.4,1796,1561.3,1477.3,1524.2,1845.5
Q6SJ93,FAM111B,Protein FAM111B,Homo sapiens,High,0,4.52967284474486,24,-0.263630681594797,0.033393237161528,0.181402240002241,-0.271888997747918,0.029592936479645,0.152656741823741,0.007688625831424,0.941798952475229,0.999925600286854,3753.4,4570.1,4415.1,3512.6,3848.4,3235.4,3307,3509.8,3707.1
Q9NRY5,FAM114A2,Protein FAM114A2,Homo sapiens,High,0,4.54816084661198,25,0.280380687989967,0.035159975495193,0.18786876335372,0.29344160142746,0.029097557546883,0.151159491213727,-0.013430606559077,0.908980654071438,0.999925600286854,3842,3499.1,2960,4501.8,4105.3,3856.1,4313.8,4347.5,3905.8
Q9C073,FAM117A,Protein FAM117A,Homo sapiens,High,0,3.12116574753441,4,-0.388064320830072,0.030039290018281,0.170606488191812,0.001540722893757,0.992023325240492,0.997084873120018,-0.390261244486169,0.029546739568964,0.999925600286854,162.5,169.5,144.1,117,140.8,107.4,133.9,156.1,190.5
Q6P1L5,FAM117B,Protein FAM117B,Homo sapiens,High,0,3.74073365538864,8,-0.008195309974802,0.962140548334934,0.987141350731697,-0.237406501579688,0.181210386997334,0.427965991847892,0.229543230880514,0.194806529811454,0.999925600286854,652.1,613.2,657.6,765.1,635.4,532,601.9,610.9,436.5
Q9NWS6,FAM118A,Protein FAM118A,Homo sapiens,High,0,3.91561086266147,11,0.063793804856774,0.869938301474422,0.944469308580792,-0.005628636258781,0.988518317030539,0.995422326343438,0.069445908863319,0.858652967775972,0.999925600286854,1095.8,565.6,1031.7,1307.8,621.2,899.3,1250,560.4,902.2
Q9BPY3,FAM118B,Protein FAM118B,Homo sapiens,High,0,3.98023978170891,9,-0.024228655660311,0.797039193769866,0.912851967819326,-0.078587958902983,0.405176158532334,0.647207467179782,0.054730595105702,0.557595693533629,0.999925600286854,1056,1047.1,1156,1091.1,1116.8,998.3,1108,943.3,1038.6
Q9NZB2,FAM120A,Constitutive coactivator of PPAR-gamma-like protein 1,Homo sapiens,High,0,4.73441255101687,34,0.070504978070057,0.49935043796472,0.752120970978189,0.049838102539488,0.633823691145588,0.811658859862565,0.021029568488007,0.837497860429311,0.999925600286854,5203.6,5917.5,6494.8,5722.5,6216.3,6518.8,5725.8,6074.1,6378.2
Q96EK7,FAM120B,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,Homo sapiens,High,0,4.27545417592461,30,0.318341467691825,0.007541443709401,0.077484810074975,0.34971985920524,0.004513666556935,0.052649466005625,-0.031194926835362,0.742445416600614,0.999925600286854,1717.5,1883.1,1749.6,2110,2469.5,2106.3,2122.7,2366.5,2331
Q9NX05,FAM120C,Constitutive coactivator of PPAR-gamma-like protein 2,Homo sapiens,High,0,3.58374271869925,5,-0.04988839558976,0.725724949842607,0.881186482083526,-0.154943684285797,0.291998317403697,0.54687504292281,0.104865724870318,0.467548533968063,0.999925600286854,384.2,487.2,467.6,381.3,469.4,440.7,367.8,468.8,367.8
Q96E09,FAM122A,Protein FAM122A,Homo sapiens,High,0,3.38815450776888,6,0.14087425756835,0.516217533905762,0.764847238999524,0.233146510091457,0.293096746512237,0.547659482372323,-0.092336014321368,0.668800698072187,0.999925600286854,206.1,256,279.2,239.5,305.5,269.9,212.7,298,377.4
Q7Z309,FAM122B,Protein FAM122B,Homo sapiens,High,0,3.12801133257597,4,-0.149822201176581,0.24310028354589,0.53320980530221,0.013539910436048,0.912664497463485,0.959154310733378,-0.163741796710941,0.206522981289846,0.999925600286854,170.9,148.8,141.5,120.8,150.1,145.2,140.5,154.5,170.5
Q9BYI3,FAM126A,Hyccin,Homo sapiens,High,0,3.7499217398152,10,0.142575318636419,0.283207728460035,0.571628472606132,0.09254630566308,0.477018044610244,0.706174873298235,0.049913127351734,0.69804612454539,0.999925600286854,484.3,634.2,665.2,598.2,663.2,692.6,627.6,607.4,649.7
Q8IXS8,FAM126B,Protein FAM126B,Homo sapiens,High,0,3.25370138101198,4,-0.222045165742181,0.069156580779935,0.273742305452304,-0.181009180850552,0.127208714016436,0.352959334764522,-0.041767667060973,0.707664924047448,0.999925600286854,219,222.5,211.7,187.5,190.5,181.8,179,173.4,228.1
A6ZKI3,FAM127A,Protein FAM127A,Homo sapiens,High,0,3.7519177554808,4,1.44033139328463,5.39554296937236E-05,0.003650292339664,1.40570426289194,6.49467695531907E-05,0.004533387604923,0.034888667307306,0.861384735229881,0.999925600286854,237.1,346.9,303.7,755,867.3,763.3,673,1035.1,666.9
Q9BZQ8,FAM129A,Protein Niban,Homo sapiens,High,0,4.61808681521703,31,0.10268465148229,0.258010553911895,0.546927650435072,0.182604864022658,0.061259218588821,0.2358909052052,-0.079585365848503,0.372602653670875,0.999925600286854,4343.2,4082.1,4504.8,4290.9,4663.6,4942.3,4641,4869.9,5165.9
Q96TA1,FAM129B,Niban-like protein 1,Homo sapiens,High,0,4.15487416424943,16,-0.088314569387864,0.54787189551762,0.78328209738587,-0.10775297494957,0.466710866977218,0.698200727175478,0.019306093283245,0.894936833865481,0.999925600286854,1387.5,1985.7,1632,1489.5,1691.9,1484.3,1566.8,1689.3,1357.8
Q5BKY9,FAM133B,Protein FAM133B,Homo sapiens,High,0,3.35362775898554,2,-0.339613881519429,0.019285077147595,0.133881417856776,-0.190383310297983,0.14296436814058,0.377062613258558,-0.149547323490779,0.240776102541804,0.999925600286854,318,255.6,273.4,233.5,210.9,222.9,220.1,240.3,282.8
Q8NC44,FAM134A,Protein FAM134A,Homo sapiens,High,0,3.58700339791876,6,0.102576411633586,0.446947862121565,0.711090167756722,0.162347470776439,0.239072000651814,0.496139274594786,-0.059773875806156,0.65132790865542,0.999925600286854,364.6,427.7,415.5,386.5,466.2,444.8,383,460.4,515
Q9H6L5,FAM134B,Reticulophagy receptor FAM134B,Homo sapiens,High,0,3.40929050064045,5,-0.226474083609712,0.348303692347707,0.632107298552415,-0.192072764079926,0.424097475670506,0.662928387384539,-0.034228517225598,0.882062840596172,0.999925600286854,305,266.6,360.2,257.2,208.7,340.3,256.8,214.1,357.3
Q86VR2,FAM134C,Protein FAM134C,Homo sapiens,High,0,3.50742406009485,6,0.053685721378509,0.549708731998183,0.784454613610071,0.032930869244692,0.712992778622282,0.856078018837266,0.020471633096655,0.814186989287538,0.999925600286854,321.8,360.2,369.4,340.8,376.6,373.2,377.1,338.7,359
Q96C01,FAM136A,Protein FAM136A,Homo sapiens,High,0,3.93367959014286,5,0.04227617394516,0.74022193196644,0.88852898753171,0.085987994447043,0.50217861955833,0.725390647520738,-0.043522187511771,0.729007589359781,0.999925600286854,889.3,948.2,929.9,984,1091.6,796.7,897.5,974.2,1072.4
Q8N612,FAM160A2,FTS and Hook-interacting protein,Homo sapiens,High,0,3.21362399341609,4,0.183794083028759,0.214197622223246,0.497719441863527,-0.003590349492676,0.979637212930774,0.990538146637806,0.186949896202729,0.206146963584233,0.999925600286854,162.3,192.9,165.7,175,194.6,223,172.1,200.8,149
Q5W0V3,FAM160B1,Protein FAM160B1,Homo sapiens,High,0,4.31778345893255,20,0.112023263273448,0.300626450462648,0.588061547247087,0.024258752517388,0.816648758470078,0.912981547062964,0.087776237281411,0.411942487187982,0.999925600286854,2095.6,2182.9,2430.2,2279.1,2262.6,2719.8,2127.8,2315.6,2373
Q86V87,FAM160B2,Protein FAM160B2,Homo sapiens,High,0,3.36278396346991,5,0.366276427819262,0.185499959407592,0.463091723812028,0.355878386375554,0.197315831753614,0.447843287812396,0.010681696026681,0.967606306976852,0.999925600286854,175.2,210.3,254.2,193.9,291,355.7,213,266.6,345.7
Q3B820,FAM161A,Protein FAM161A,Homo sapiens,High,0,3.00535213648622,2,-0.768729449455886,5.93677816214332E-05,0.003864542140529,-1.02549892478234,6.41532697096074E-06,0.001049036940689,0.255995221610311,0.03951336185008,0.999925600286854,137.6,175.4,175.7,90.3,96,98.8,80,81.5,77.1
Q96A26,FAM162A,Protein FAM162A,Homo sapiens,High,0,4.08217477548467,5,0.420051766238049,0.058063639189077,0.248380207523314,0.442269537563363,0.047888331391521,0.203213825733059,-0.022869326402998,0.907202754931519,0.999925600286854,1104.6,1022.5,1105.2,1752.4,1574.2,1082,1780.8,1441.5,1219.8
Q92567,FAM168A,Protein FAM168A,Homo sapiens,Medium,0,3.08429022853693,1,0.412308137612706,0.030322346880973,0.171501633966663,0.048141716531201,0.769809760234365,0.888980677686612,0.364601717843116,0.049282894730128,0.999925600286854,112.7,125,120.6,151.8,195.3,135.2,127.9,143.1,102.6
Q9Y6X4,FAM169A,Soluble lamin-associated protein of 75 kDa,Homo sapiens,High,0,3.95981384458464,12,0.405445068748571,0.00549055295585,0.064129366861483,0.336366628585164,0.014568532759506,0.105197245993311,0.069489104528313,0.544184588784073,0.999925600286854,870.8,750.1,922.6,1153.6,1214.9,1000.3,1059.2,1002.8,1141.9
Q8WUF8,FAM172A,Protein FAM172A,Homo sapiens,High,0,3.94476881740755,10,0.224180864551327,0.017997126981235,0.129212025959152,0.312930462908192,0.00306390659464,0.041713712848084,-0.088632340119743,0.277727966248713,0.999925600286854,866.3,853.7,860.3,980.8,997.7,1035.8,993.3,1065.2,1152.7
Q6P4H8,FAM173B,Protein FAM173B,Homo sapiens,High,0,3.24575935596728,3,0.221967079614168,0.092729343567417,0.318835803656245,0.117029527139473,0.346705667288606,0.594748652975091,0.105256281840265,0.394859749298689,0.999925600286854,187.3,185.3,167.8,236.8,210.5,185.5,221,188.2,178.6
Q6UWZ7,FAM175A,BRCA1-A complex subunit Abraxas,Homo sapiens,High,0,3.79976085336143,11,0.138030236715123,0.270954570535256,0.560634968345468,0.15179052387506,0.230356117280106,0.485572747667791,-0.013584322220478,0.911486639174321,0.999925600286854,686,701.3,577,794.2,754.8,617.4,694.5,755.5,725.4
Q15018,FAM175B,BRISC complex subunit Abro1,Homo sapiens,High,0,3.92136388555062,11,-0.059612668912722,0.722940879056003,0.879799880078916,0.018963404214207,0.909794940036446,0.957363782917031,-0.078871865088203,0.641123083073671,0.999925600286854,1051.4,936.3,812.7,789.3,809,1107,806.7,1018.8,1012.6
Q8N128,FAM177A1,Protein FAM177A1,Homo sapiens,High,0,3.43539838026736,3,0.324014241450881,0.154144266379638,0.420632585420081,0.002211263374783,0.991737173172095,0.997084873120018,0.321907343115666,0.156651659947192,0.999925600286854,205.3,342,298.1,304.3,319.5,422.4,238.1,316.3,279.2
